Title,Brand,Screen_Size,Ram,Series,Rating,Color,Chipset,Wireless,Weight,No_of_Processor,Flash_Memory,Battery,No_of_Reviews,Price
"2022 ASUS TUF Gaming A15 Gaming Laptop, 15.6"" FHD 144Hz, AMD 8-Core Ryzen 7 6800H (Beat i9-11900H), GeForce RTX 3050Ti, 16GB DDR5, 512GB PCIe SSD, HDMI, RJ45, WiFi 6, RGB, SPS HDMI 2.1 Cable, Win 11",ASUS,156 Inches,16 GB DDR5,None,4.5 out of 5 stars,Gray,NVIDIA,None,10 pounds,8,None,None,5 ratings,nan
"MSI Pulse GL66 15.6"" FHD 144Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, RGB Gaming Keyboard, Cooler Boost 5, Win11 Home: Black 12UGKV-464",MSI,156 Inches,3200 MHz,Pulse GL66,4.4 out of 5 stars,Black,NVIDIA,Bluetooth,868 pounds,1,512 GB,1 Lithium Polymer batteries required included,129 ratings,"$1,289.96"
"ASUS TUF Dash 15 (2022) Gaming Laptop, 15.6"" 144Hz FHD Display, Intel Core i7-12650H, GeForce RTX 3060, 16GB DDR5, 512GB SSD, Thunderbolt 4, Windows 11 Home, Off Black, FX517ZM-AS73",ASUS,156 Inches,16 GB DDR5,TUF Dash 15 2022,4.5 out of 5 stars,Off Black,NVIDIA,Bluetooth 80211ax,441 pounds,16,512 GB,1 Lithium Ion batteries required included,786 ratings,"$1,289.00"
"Lenovo IdeaPad 15.6"" FHD Slim and Light Laptop, 12th Gen Intel 10-Core i5-1235U, 16GB RAM, 512GB PCIe SSD, USB-C, HDMI, WiFi 6, KeyPad, Webcam, SD Card Reader, SPS HDMI Cable, Cloud Grey, Win 11",Lenovo,156 Inches,16 GB DDR4,None,nan,Cloud Grey,Intel,80211ax,8 pounds,10,None,None,nan,nan
"2022 HP 14"" HD IPS Laptop, Windows 11 OS, Intel Pentium Quad-Core Processor Up to 3.0GHz, 4GB RAM, 128GB SSD, 4K Graphics, Dale Black(Renewed)",HP,14,None,None,3.9 out of 5 stars,None,None,Bluetooth 80211ab,455 pounds,4,None,None,5 ratings,nan
"MSI Stealth 15M Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11375H, NVIDIA GeForce RTX 3060, 16GB, 512GB SSD, Thunderbolt 4, WiFi 6, Win10, Carbon Gray (A11UEK-009)",MSI,156 Inches,16 GB DDR4,Stealth 15M A11UEK009,4.3 out of 5 stars,Carbon Gray,NVIDIA,Bluetooth,373 pounds,4,16 GB,1 Lithium Polymer batteries required included,821 ratings,"$1,099.00"
"Dell Inspiron 15 Touchscreen Laptop 2022 Newest, 15.6"" FHD Display, 11th Gen Intel Core i7-1165G7 (up to 4.7 GHz), 16GB RAM, 1TB PCIE SSD, Webcam, Bluetooth 5, HDMI, Windows 11, Black",Dell,156 Inches,16 GB DDR4,Dell Inspiron,4.0 out of 5 stars,Black,Intel,Bluetooth,38 pounds,4,None,1 Lithium Ion batteries required included,95 ratings,$615.00
"Alienware m15 R3 15.6"" FHD 300Hz 3ms 300nits Gaming Laptop, Intel Octa-Core i7-10875H up to 5.1GHz, 32GB DDR4 RAM, 1TB PCIe SSD, GeForce RTX 2080 Super 8GB GDDR6, WiFi 6, Cryo-Tech Cooling, Windows 10",Alienware,156 Inches,32 GB DDR4,m15,5.0 out of 5 stars,None,NVIDIA,Bluetooth,55 pounds,8,None,None,3 ratings,"$2,799.00"
"Acer Predator Helios 300 PH315-54-760S Gaming Laptop | Intel i7-11800H | NVIDIA GeForce RTX 3060 GPU | 15.6"" FHD 144Hz 3ms IPS Display | 16GB DDR4 | 512GB SSD | Killer WiFi 6 | RGB Keyboard",Acer,156 Inches,16 GB DDR4,Acer Predator Helios 300 PH31554760S,4.6 out of 5 stars,Black,NVIDIA,80211ax,551 pounds,8,512,1 Lithium Ion batteries required included,"3,603 ratings","$1,199.57"
"Acer Nitro 5 AN515-55-53E5 Gaming Laptop | Intel Core i5-10300H | NVIDIA GeForce RTX 3050 GPU | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 256GB NVMe SSD | Wi-Fi 6 | Backlit Keyboard",Acer,156 Inches,8 GB DDR4,Acer Nitro 5 AN5155553E5,4.5 out of 5 stars,Black,NVIDIA,Bluetooth,507 pounds,4,256,1 Lithium Ion batteries required included,"5,215 ratings",$769.00
"[Windows 11] Alienware m15 R5 GeForce RTX 3070 8GB GDDR6 15.6"" 360Hz FHD Gaming Laptop, Octa-Core AMD Ryzen 9 5900HX (Beat i9-11980HK), 16GB DDR4 RAM, 2TB PCIe SSD, WiFi 6, Bluetooth 5.2, RGB Keyboard",Alienware,156 Inches,16 GB DDR4,M15,5.0 out of 5 stars,dark side of the moon,NVIDIA,Bluetooth,534 pounds,8,None,None,1 rating,nan
"Alienware M15 R5 Gaming Laptop, 15.6 inch FHD 360Hz 1ms Display, AMD Ryzen R9 5900HX (Beats Core i7-11800H), 64GB DDR4 RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 3070, Windows 11, Dark Side of The Moon",Alienware,156 Inches,46 GHz,M15 R5,nan,Black,NVIDIA,Bluetooth,393 pounds,4,None,None,nan,nan
"MSI Creator M16 16"" Content Creation Laptop: Intel Core i7-12650H RTX 3060 32GB 1TB NVMe SSD, QHD+ 16:10 60Hz 100% DCI-P3, 180-Degree Lay-Flat, Cooler Boost Trinity+, Win 11 Home: Black A12UEV-468",MSI,16,3200 MHz,Creator M16 A12UEV468,4.2 out of 5 stars,Black,NVIDIA,Bluetooth,868 pounds,1,1024 GB,1 Lithium Polymer batteries required included,124 ratings,"$1,582.95"
"Windows 11 Laptop, BiTECOOL 14 inches FHD(1920 x 1080) IPS Display, Intel Celeron N5095 Quad Core, 12GB RAM and 256GB NVMe SSD Laptop Computer, 2.4G/5G WiFi, BT4.2 and Camera Cover Slide, Brushed Grey",BiTECOOL,14 Inches,256 GB SSD,HaloBook,4.3 out of 5 stars,Gray,Intel,Bluetooth 80211abgnac,407 pounds,4,256 GB,1 Lithium Polymer batteries required included,47 ratings,$319.00
"Alienware x15 R1 VR Ready Gaming Laptop - 15.6 inch FHD 360Hz Display, Intel Core i7-11800H, 16GB DDR4 RAM, 1TB SSD, HDMI, WiFi, NVIDIA GeForce RTX 3070 8GB GDDR6, Windows 11 Home - White",Alienware,156 Inches,16 GB DDR4,Alienware x15 R1,3.9 out of 5 stars,White,NVIDIA,Bluetooth,52 pounds,8,1,1 Lithium Ion batteries required included,38 ratings,"$2,499.00"
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 256GB SSD + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 Home",Alienware,173 Inches,2400 MHz,Dell Alienware Area 51M,4.8 out of 5 stars,Black,NVIDIA,Bluetooth,854 pounds,1,256 GB,1 Lithium Ion batteries required included,10 ratings,nan
"Alienware Dell m15 R1 15.6'' FHD 144Hz Laptop, Intel Core i7, 16GB RAM, 512GB SSD, GeForce RTX 2070 8GB GDDR6 with Max-Q Design, Thunderbolt, HDMI, Windows 10 (RTX 2070)",Alienware,156 Inches,41 GHz,R1,4.2 out of 5 stars,Black,NVIDIA,Bluetooth,8 pounds,1,512 GB,1 Lithium Ion batteries required included,3 ratings,nan
"Alienware m15 R3 Gaming Laptop, 15.6"" FHD 300Hz 3ms 300-nits 100% sRGB, Intel 8-Cores i7-10875H up to 5.1GHz, 32GB DDR4 RAM, 2TB PCIe SSD, RTX 2080 Super 8GB GDDR6, WiFi 6, Cryo-Tech Cooling, Win10",Alienware,156 Inches,32 GB DDR4,m15,3.0 out of 5 stars,White,NVIDIA,Bluetooth,55 pounds,8,None,None,8 ratings,"$2,999.00"
"Dell Alienware M15 R6 (Latest Model) I7-11800H 8-CORE 1TB SSD 16GB RAM 15.6"" QHD (2560 X 1440) 240Hz GSYNC RTX 3070 8GB Dark Moon",Dell,156 Inches,46 GHz,None,4.8 out of 5 stars,Dark Moon,Intel,Bluetooth,1038 pounds,1,None,None,4 ratings,"$1,699.00"
"ASUS TUF F15 Gaming Laptop, 15.6""  144Hz FHD IPS-Type Display, Intel Core i5-10300H Processor, GeForce GTX 1650, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, FX506LH-AS51",ASUS,156 Inches,45 GHz,ASUS TUF Gaming F15,4.6 out of 5 stars,Bonfire Black,NVIDIA,None,772 pounds,4,512 GB,1 Lithium Ion batteries required included,935 ratings,$614.99
"Dell Alienware Area 51M Laptop, 17.3-inch FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 64GB (4x16GB) RAM, 2 X 1TB SSD (R0), NVIDIA GeForce RTX 2080, Windows 10 Pro (Renewed)",Alienware,173 Inches,2 TB SSD,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,854 pounds,1,None,None,nan,nan
"Alienware [Windows 11] m15 R5 GeForce RTX 3070 8GB GDDR6 Gaming Laptop, 15.6"" 165Hz 3ms FHD, Octa-Core AMD Ryzen 7 5800H (Beat i7-11370H), 64GB DDR4, 2TB PCIe SSD, WiFi 6, Bluetooth 5.2, RGB Keyboard",Alienware,156 Inches,64 GB DDR4,M15,3.8 out of 5 stars,None,NVIDIA,Bluetooth,534 pounds,8,None,None,6 ratings,nan
"Alienware m15 R7 Gaming Laptop - 15.6-inch QHD (2560 x 1440) 240Hz, Core i7-12700H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070 Ti 8GB GDDR6, Bluetooth, HDMI, USB-C, Wi-Fi 6, Windows 11 Home – Black",Alienware,156 Inches,16 GB SDRAM,Alienware M15 R7,nan,Dark Side of the Moon,NVIDIA,80211ax,593 pounds,14,1 TB,1 Lithium Polymer batteries required included,nan,"$2,499.00"
"Alienware m15 Gaming Laptop 15.6 inch, FHD, 8th Generation Intel Core i7-8750H, NVIDIA GeForce RTX 2060 6GB, 16GB RAM, 512GB SSD, Windows 10 Home - Epic Silver (AWm15-7806SLV-PUS)",Alienware,156 Inches,16 GB DDR4,AWm157806SLVPUS,4.4 out of 5 stars,Epic Silver,NVIDIA,None,48 pounds,6,16,1 Lithium Ion batteries required included,118 ratings,"$1,549.95"
Alienware 18 ALW18-7502sLV 18-Inch Laptop (Silver Anodized Aluminum) [Discontinued By Manufacturer],Dell,184 Inches,1 TB 1TB 5400RPM SATA 6Gbs  80GB mSATA SSD Caching,Alienware 18,4.4 out of 5 stars,Silver Anodized Aluminum,Intel,Bluetooth,1206 pounds,4,None,None,6 ratings,"$1,999.81"
"2019 Dell Alienware 17 R5 17.3"" FHD VR Ready Gaming Laptop Computer, 8th Gen Intel Hexa-Core i7-8750H up to 4.1GHz, 32GB DDR4, 512GB SSD, GTX 1070 8GB, 802.11ac WiFi, Bluetooth 5.0, HDMI, Windows 10",Alienware,173 Inches,32 GB DDR4,17 R5,5.0 out of 5 stars,None,Intel,Bluetooth,279 pounds,6,512 GB,None,3 ratings,"$1,594.95"
"Alienware 17 R5 AW17R5, 17.3"" FHD, Intel Core i7-8750H, GTX 1070 Graphics, 16GB DDR4 Ram, 256GB SSD+1TB HDD, Windows 10",Alienware,173 Inches,2666 MHz,ALIENWARE,4.1 out of 5 stars,Black,NVIDIA,80211b 80211a 80211g,97 pounds,6,256,1 Lithium Polymer batteries required,24 ratings,"$1,499.81"
"Alienware m15 15.6 inch FHD Gaming Laptop (Lunar Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2070 Super 8GB GDDR6, Windows 10 Home (AWm15-7418WHT-PUS)",Alienware,156 Inches,1 TB SSD,AWm157418WHTPUS,4.4 out of 5 stars,Grey,NVIDIA,None,465 pounds,6,16,1 Lithium Ion batteries required included,419 ratings,nan
"MSI Creator Z16 Professional Laptop: 16"" QHD+ 16:10 120Hz Touch Display, Intel Core i9-11900H, NVIDIA GeForce RTX 3060, 32GB RAM, 2TB NVME SSD, Thunderbolt 4, Win10 PRO, Lunar Gray (A11UET-043)",MSI,16 Inches,32 GB DDR4,Creator Z16 A11UET043,4.0 out of 5 stars,Black,NVIDIA,Bluetooth,507 pounds,8,32 GB,1 Lithium Polymer batteries required included,66 ratings,"$2,222.86"
"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6” 300Hz IPS FHD Display, NVIDIA GeForce RTX 3070 Ti,Intel Core i9 12900H, 16GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Home, G533ZW-AS94",ASUS,156 Inches,16 GB DDR5,ROG Strix SCAR 15 Gaming Laptop,4.6 out of 5 stars,Off Black,NVIDIA,Bluetooth 80211ax,507 pounds,20,1 TB,1 Lithium Ion batteries required included,428 ratings,nan
"Alienware AW15R3-0012SLV Laptop (6th Generation i5, 8GB RAM, 1TB HDD) NVIDIA GeForce GTX1060",Alienware,156 Inches,2133 MHz,Alienware 15 R3,4.1 out of 5 stars,Epic Silver,NVIDIA,None,8 pounds,4,1 TB,1 Lithium Ion batteries required included,15 ratings,$779.00
"Alienware - m15 R4 - 15.6"" FHD Gaming Laptop - Intel Core i7 - 16GB Memory - Nvidia RTX3070 - 512GB Solid State Drive - Dark Side of The Moon",Dell,156 Inches,512 GB SSD,None,3.4 out of 5 stars,None,NVIDIA,5 GHz Radio Frequency,1078 pounds,8,16 GB,None,3 ratings,nan
"Dell Flagship G15 Ryzen Edition Gaming 15 Laptop 15.6"" FHD 120Hz Display AMD 6-Core Ryzen 5 5600H (Beats i7-10750H) 8GB RAM 256GB SSD GeForce RTX 3050 4GB Backlit USB-C WIFI6 Win10",Dell,156 Inches,8 GB DDR4,Dell G15 Ryzen Edition Gaming Laptop 5600H,4.5 out of 5 stars,Silver,NVIDIA,Bluetooth,539 pounds,6,256 GB,None,32 ratings,nan
"Lenovo - 2021 - IdeaPad Gaming 3 - Laptop Computer - 15.6"" FHD Display -120Hz - AMD Ryzen 5 5600H - 8GB RAM - 256GB Storage - NVIDIA GeForce GTX 1650 - Windows 11 Home",Lenovo,156,3200 MHz,Lenovo IdeaPad Gaming 3,4.4 out of 5 stars,Shadow Black,NVIDIA,80211ax,689 pounds,1,None,1 Lithium Polymer batteries required included,"1,297 ratings",$639.90
"MSI Pulse GL66 Gaming Laptop: 15.6"" 144Hz FHD 1080p Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3070, 16GB, 512GB SSD, Win10, Black (11UGK-001)",MSI,156 Inches,16 GB DDR4,Pulse GL66 11UGK001,4.6 out of 5 stars,Black,NVIDIA,Bluetooth,463 pounds,8,16,1 Lithium Polymer batteries required included,"3,315 ratings","$1,199.00"
"Alienware x17 R1, 17.3 inch FHD 360Hz Non-Touch Gaming Laptop - Intel Core i7-11800H, 32GB DDR4 RAM, 1TB SSD, NVIDIA GeForce RTX 3080 16GB GDDR6, Windows 10 Home - Lunar Light",Alienware,173 Inches,32 GB DDR4,Alienware x17 R1,3.8 out of 5 stars,White,NVIDIA,Bluetooth,705 pounds,8,1,1 Lithium Ion batteries required included,33 ratings,nan
"Alienware AW15R3-7338SLV-PUS 15.6"" Gaming Laptop (7th Generation Intel Core i7, 16GB RAM, 256SSD + TB HDD, Silver) VR Ready with NVIDIA GTX 1060",Alienware,156 Inches,2400 MHz,None,4.0 out of 5 stars,Epic Silver,NVIDIA,Infrared,8 pounds,4,256,1 Lithium Ion batteries required included,13 ratings,"$1,399.81"
"Alienware 15 R4 15.6"" FHD - i7-8750H - NVIDIA GTX 1060-16GB - 1TB HDD+256GB SSD Windows 10, Black",Alienware,156 Inches,16 GB DDR4,Alienware,3.5 out of 5 stars,Black,NVIDIA,Bluetooth,794 pounds,6,256,1 Lithium Ion batteries required included,9 ratings,"$1,399.81"
"ASUS ROG Strix Scar 15 (2022) Gaming Laptop, 15.6” 240Hz IPS QHD Display, NVIDIA GeForce RTX 3080 Ti, Intel Core i9 12900H, 32GB DDR5, 1TB SSD, Per-Key RGB Keyboard, Windows 11 Pro, G533ZX-XS96",ASUS,156 Inches,32 GB DDR5,ROG Strix SCAR 15 Gaming Laptop,4.5 out of 5 stars,Off Black,NVIDIA,Bluetooth 80211ax,507 pounds,20,1 TB,1 Lithium Ion batteries required included,39 ratings,"$3,200.99"
"Alienware M15-15.6"" FHD Gaming Laptop Thin and Light, i7-8750H Processor, NVIDIA GeForce Graphics Card, 16GB RAM, 1TB Hybrid HDD + 128GB SSD, 17.9mm Thick & 4.78lbs",Alienware,156 Inches,2666 MHz,AWm157830SLVPUS,4.1 out of 5 stars,None,NVIDIA,80211abgn,485 pounds,6,16,1 Lithium Ion batteries required included,263 ratings,"$1,799.95"
"Acer 2022 Nitro 5 Gaming Laptop, 17.3"" FHD IPS 144Hz, 12th Gen 12-Core i5-12500H, GeForce RTX 3050, 16GB RAM, 512GB PCIe SSD, Thunderbolt 4, HDMI, RJ45, WiFi 6, Backlit, SPS HDMI 2.1 Cable, Win 11",Acer,173 Inches,16 GB DDR4,None,5.0 out of 5 stars,Black,NVIDIA,80211ax,10 pounds,12,None,None,5 ratings,nan
"Dell G15 5520 15.6 Inch Gaming Laptop - FHD 120Hz Display, Intel Core i7-12700H, 16GB DDR5 RAM, 512GB SSD, NVIDIA RTX 3060 6GB GDDR6, Wi-Fi 6, Windows 11 - Spector Green",Dell,156 Inches,16 GB DDR5,Dell G15 5520 Gaming Notebook,4.3 out of 5 stars,Specter Green,NVIDIA,Bluetooth 80211ax,555 pounds,14,512 GB,1 Lithium Ion batteries required included,74 ratings,"$1,299.99"
"New Alienware m17 R3 17.3 inch FHD Gaming Laptop (Luna Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2070 8GB GDDR6, Windows 10 Home (Renewed)",Alienware,17 Inches,1 TB SSD,AWm177296WHTPUS,5.0 out of 5 stars,None,NVIDIA,None,551 pounds,6,1,None,1 rating,nan
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB RAM, 256GB SSD + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10 Home",Alienware,173 Inches,2400 MHz,Dell Alienware Area 51M,4.5 out of 5 stars,None,NVIDIA,80211ac,854 pounds,1,256 GB,1 Lithium Ion batteries required included,5 ratings,"$3,999.00"
"Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3080 Ti - 12th Gen Intel 14-Core i9 CPU - 15.6” 4K UHD 144Hz - 32GB DDR5 RAM, 1TB PCIe SSD - Windows 11 - CNC Aluminum - Chroma RGB - Thunderbolt 4",Razer,156 Inches,1 TB SSD,Blade 15,4.2 out of 5 stars,Black,NVIDIA,Bluetooth,878 pounds,1,32 GB,1 Lithium Ion batteries required included,188 ratings,"$3,748.99"
"Dell Alienware M15 R6 (Latest Model) I5-11400H 6-CORE 256GB SSD 8GB RAM 15.6"" FHD (1920 X 1080) 165Hz RTX 3060 6GB Dark Moon Win 10 (Renewed)",Dell,156 Inches,45 GHz,None,4.2 out of 5 stars,Dark Moon Black,Intel,58 GHz Radio Frequency 80211n 80211abg,888 pounds,1,256 GB,None,6 ratings,nan
"New Alienware Area 51M Gaming Laptop, 17.3"" 300hz 3ms FHD Display, Intel Core i7-10700K, Nvidia GeForce RTX 2070 Super 8GB GDDR6, 1TB SSD, 16GB RAM, Lunar Light (AWARR2-7323WHT-PUS) (Renewed)",Alienware,173 Inches,3200 MHz,AWARR27323WHTPUS,4.6 out of 5 stars,None,NVIDIA,None,29 pounds,8,1,None,3 ratings,nan
Alienware M17 Gaming Notebook | 8th Gen Intel Core i7-8750H 6-Core | 17.3 Inch FHD 1920x1080 60Hz IPS | 16GB 2666MHz DDR4 RAM | 512GB SSD| NVIDIA GeForce RTX 2070 Max Q,Alienware,17 Inches,16 GB DDR4,Alienware m 17,4.1 out of 5 stars,Silver,NVIDIA,None,6 pounds,1,16,None,85 ratings,"$1,699.95"
"Alienware X15 R2 Gaming Laptop - 15.6-inch FHD 360Hz 1ms Display, Core i9-12900H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070Ti 8GB GDDR6, USB-C, Killer WiFi 6, Windows 11 Home - Lunar Light",Alienware,156 Inches,None,None,nan,None,None,None,1258 pounds,None,1 TB,None,nan,nan
"Alienware M17 AWM17 7257-17.3"" - i7-8750H - NVIDIA RTX 2070-16GB - 1TB HDD+256GB SSD",Alienware,173 Inches,hybriddrive,M17,3.5 out of 5 stars,None,NVIDIA,Bluetooth 5 GHz Radio Frequency 80211ac,58 pounds,1,256 GB,1 Lithium Ion batteries required included,10 ratings,"$1,999.95"
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6"" 144Hz FHD, GeForce RTX 3050 Ti, Intel Core i7-11370H, 8GB DDR4, 512GB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Eclipse Grey Color, TUF516PE-AB73",ASUS,156 Inches,8 GB DDR4,TUF Dash 15 2021,4.5 out of 5 stars,Eclipse Grey,NVIDIA,Bluetooth 80211ax,441 pounds,8,512,1 Lithium Ion batteries required included,"1,314 ratings",$890.99
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080) 144Hz G-Sync Tobii Eye, 9th Gen Intel Core i9-9900K, 32GB RAM, 2 X 256GB SSD (R0) + 1TB SSHD, NVIDIA GeForce RTX 2080, Windows 10 Home",Alienware,173 Inches,2400 MHz,Dell Alienware Area 51M,3.4 out of 5 stars,Lunar Light,NVIDIA,Bluetooth,854 pounds,1,512 GB,None,5 ratings,"$4,999.81"
"2021 ALIENWARE M15 Ryzen Edition Gaming Laptop, 15.6"" FHD 165Hz 3ms Display, AMD Ryzen 7 5800H (>i7-11370H), RTX 3060 6G GDDR6, 16GB RAM, 1TB SSD, RGB Backlit Keyboard, WiFi 6, Win 10 Home",Alienware,156 Inches,16 GB SDRAM,M15,nan,Dark Side of the Moon,NVIDIA,80211ac,534 pounds,8,None,None,nan,nan
"Dell Alienware Area 51M Laptop, 17.3 FHD (1920 x 1080) Non-Touch, 9th Gen Intel Core i7-9700K, 16GB RAM, 2 X 256GB SSD (Riad 0), NVIDIA GeForce RTX 2070, Windows 10 (Renewed)",Alienware,173 Inches,512 GB SSD,Dell Alienware Area 51M,nan,None,NVIDIA,Bluetooth,15 pounds,1,None,None,nan,nan
"Alienware m15 R6, 15.6 inch QHD 240Hz Non-Touch Gaming Laptop - Intel Core i7-11800H, 16GB DDR4 RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Windows 10 Home- Dark Side of the Moon (Latest Model)",Alienware,156 Inches,16 GB DDR4,Alienware m15 R6,3.7 out of 5 stars,Black,NVIDIA,Bluetooth,593 pounds,8,512 GB,1 Lithium Ion batteries required included,24 ratings,"$2,299.00"
"ASUS TUF Dash 15 (2021) Ultra Slim Gaming Laptop, 15.6â€  240Hz FHD, GeForce RTX 3070, Intel Core i7-11375H, 16GB DDR4, 1TB PCIe NVMe SSD, Wi-Fi 6, Windows 10, Moonlight White, TUF516PR-DS77-WH",ASUS,156,33 GHz,TUF Dash 15 2021,4.3 out of 5 stars,Moonlight White,NVIDIA,Bluetooth,45 pounds,4,1 TB,1 Lithium Ion batteries required included,42 ratings,"$1,369.47"
"Dell Alienware Area 51M Laptop, 17.3-inch FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 32GB (2x16GB) RAM, 2 X 512GB SSD (RAID0) + 1TB (+8GB SSH SSHD, NVIDIA GeForce RTX 2080, Windows 10 (Renewed)",Alienware,173 Inches,32 GB hybriddrive,Dell Alienware Area 51M,5.0 out of 5 stars,None,NVIDIA,80211ac,15 pounds,1,1 TB,None,2 ratings,nan
"Acer Nitro 5 Gaming Laptop, 9th Gen Intel Core i5-9300H, NVIDIA GeForce GTX 1650, 15.6"" Full HD IPS Display, 8GB DDR4, 256GB NVMe SSD, Wi-Fi 6, Backlit Keyboard, Alexa Built-in, AN515-54-5812",Acer,156 Inches,41 GHz,Nitro 5,4.6 out of 5 stars,Black,NVIDIA,80111ac,507 pounds,4,256,1 Lithium Ion batteries required included,"5,252 ratings",$669.00
"Alienware M15 15.6"" Gaming Notebook - 1920 x 1080 - Core i7 i7-8750H - 16 GB RAM - 512 GB SSD - Epic Silver - Windows 10 Home 64-bit - NVIDIA GeForce RTX 2070 with 8 GB - in-Plane Switching (IPS)",Alienware,156 Inches,NVIDIA GeForce RTX 2070 MaxQ,wnorn5chm152h,4.2 out of 5 stars,None,NVIDIA,None,1048 pounds,1,512,1 Lithium Ion batteries required,85 ratings,nan
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i9-9900K, 32GB (2x16GB) RAM, 2 X 512GB SSD (RAID0) + 1TB (+8GB SSHD) SSHD, NVIDIA GeForce RTX 2080, Windows 10",Alienware,173 Inches,32 GB hybriddrive,Dell Alienware Area 51M,4.2 out of 5 stars,None,NVIDIA,Bluetooth,854 pounds,1,1 TB,None,3 ratings,"$4,799.81"
"Alienware Aurora R10 Gaming Desktop - AMD Ryzen 7 5800, 16GB DDR4 RAM, 1TB SSD, AMD Radeon RX 6600XT 8GB GDDR6, VR Ready, Killer Wi-Fi 6, Liquid Cooling, 550W Power Supply, Windows 11 Home - Black",Alienware,46 GHz amdryzen7,AMD Radeon RX 6600 XT 8GB,Alienware Aurora R10 Gaming Desktop,4.5 out of 5 stars,Black,AMD,Bluetooth 80211ax,356 pounds,8,1 TB,None,335 ratings,"$1,379.99"
"MSI Katana GF66 15.6"" 144Hz FHD Gaming Laptop: Intel Core i7-12650H RTX 3050 Ti 16GB 512GB NVMe SSD, Type-C USB 3.2 Gen 1, High-ResoluTion Audio, Cooler Boost 5, Win11 Home: Black 12UD-436",MSI,156 Inches,2666 MHz,Katana GF66 12UD436,4.5 out of 5 stars,Black,NVIDIA,Bluetooth,48 pounds,1,512 GB,1 Lithium Ion batteries required included,"1,534 ratings",$899.00
"Dell Alienware Area 51M Laptop, 17.3"" FHD (1920 x 1080), 9th Gen Intel Core i7-9700K, 16GB (2x8GB) RAM, 512GB (2X 256GB RAID 0) SSD + 1TB SSHD, NVIDIA GeForce RTX 2070, Windows 10, Black",Alienware,173 Inches,1512 GB hybriddrive,Dell Alienware Area 51M,5.0 out of 5 stars,None,NVIDIA,Bluetooth,851 pounds,1,512 GB,None,1 rating,"$4,699.00"
"Alienware M15 Gaming Laptop, 9th Gen Intel Core i7-9750H, 15. 6"" FHD 1920x1080 144Hz IPS, 16GB DDR4, 2666MHz, 512GB SSD, NVIDIA GeForce GTX 1660 6GB GDDR6 (Renewed)",Alienware,156 Inches,45 GHz,Alienware m15,5.0 out of 5 stars,None,NVIDIA,None,913 pounds,6,16,None,1 rating,nan
"Alienware 15 UHD 15.6-Inch Touchscreen Gaming Laptop (Intel Core i7 4710HQ, 16 GB RAM, 1 TB HDD + 256 GB SSD, Silver and Black) NVIDIA GeForce GTX 970M with 3GB GDDR5",Alienware,156 Inches,25 GHz,Alienware 15,3.3 out of 5 stars,None,NVIDIA,80211ac,707 pounds,4,256,1 Lithium Ion batteries required included,12 ratings,"$1,299.81"
"Acer Nitro 5 Gaming Laptop, Intel Core i5-9300H, NVIDIA GeForce GTX 1650, 15.6"" Full HD IPS Display, Wi-Fi 6, Backlit Keyboard, Win10，with Accessories (16GB RAM | 512GB PCIe SSD | 1TB HDD)",Acer,156 Inches,16 GB DDR4,Acer Nitro,4.3 out of 5 stars,Black,NVIDIA,Bluetooth,485 pounds,4,512 GB,1 Lithium Polymer batteries required included,14 ratings,nan
